country,n_beers,avg_abv,max_abv_beer,max_abv_brewery,max_abv,best_beer,best_brewery,best_beer_score,popular_beer,popular_brewery,popularity,n_beers_IPA,avg_abv_IPA,max_abv_beer_IPA,max_abv_brewery_IPA,max_abv_IPA,best_beer_IPA,best_brewery_IPA,best_beer_score_IPA,popular_beer_IPA,popular_brewery_IPA,popularity_IPA,n_beers_Lager,avg_abv_Lager,max_abv_beer_Lager,max_abv_brewery_Lager,max_abv_Lager,best_beer_Lager,best_brewery_Lager,best_beer_score_Lager,popular_beer_Lager,popular_brewery_Lager,popularity_Lager,n_beers_Ale,avg_abv_Ale,max_abv_beer_Ale,max_abv_brewery_Ale,max_abv_Ale,best_beer_Ale,best_brewery_Ale,best_beer_score_Ale,popular_beer_Ale,popular_brewery_Ale,popularity_Ale,n_beers_Stout,avg_abv_Stout,max_abv_beer_Stout,max_abv_brewery_Stout,max_abv_Stout,best_beer_Stout,best_brewery_Stout,best_beer_score_Stout,popular_beer_Stout,popular_brewery_Stout,popularity_Stout,n_beers_Pilsner,avg_abv_Pilsner,max_abv_beer_Pilsner,max_abv_brewery_Pilsner,max_abv_Pilsner,best_beer_Pilsner,best_brewery_Pilsner,best_beer_score_Pilsner,popular_beer_Pilsner,popular_brewery_Pilsner,popularity_Pilsner,n_beers_Porter,avg_abv_Porter,max_abv_beer_Porter,max_abv_brewery_Porter,max_abv_Porter,best_beer_Porter,best_brewery_Porter,best_beer_score_Porter,popular_beer_Porter,popular_brewery_Porter,popularity_Porter,n_beers_Fruit,avg_abv_Fruit,max_abv_beer_Fruit,max_abv_brewery_Fruit,max_abv_Fruit,best_beer_Fruit,best_brewery_Fruit,best_beer_score_Fruit,popular_beer_Fruit,popular_brewery_Fruit,popularity_Fruit,n_beers_Roggenbier,avg_abv_Roggenbier,max_abv_beer_Roggenbier,max_abv_brewery_Roggenbier,max_abv_Roggenbier,best_beer_Roggenbier,best_brewery_Roggenbier,best_beer_score_Roggenbier,popular_beer_Roggenbier,popular_brewery_Roggenbier,popularity_Roggenbier,n_beers_Herb,avg_abv_Herb,max_abv_beer_Herb,max_abv_brewery_Herb,max_abv_Herb,best_beer_Herb,best_brewery_Herb,best_beer_score_Herb,popular_beer_Herb,popular_brewery_Herb,popularity_Herb,n_beers_Smoke,avg_abv_Smoke,max_abv_beer_Smoke,max_abv_brewery_Smoke,max_abv_Smoke,best_beer_Smoke,best_brewery_Smoke,best_beer_score_Smoke,popular_beer_Smoke,popular_brewery_Smoke,popularity_Smoke,n_beers_Barleywine,avg_abv_Barleywine,max_abv_beer_Barleywine,max_abv_brewery_Barleywine,max_abv_Barleywine,best_beer_Barleywine,best_brewery_Barleywine,best_beer_score_Barleywine,popular_beer_Barleywine,popular_brewery_Barleywine,popularity_Barleywine
LC,11.0,5.090909090909091,Guinness Foreign Extra (St. Lucia Version),Windward & Leeward Brewery Ltd.,7.5,Guinness Foreign Extra (St. Lucia Version),Windward & Leeward Brewery Ltd.,3.6455555555555557,Piton Lager Beer,Windward & Leeward Brewery Ltd.,100.0,,,,,,,,,,,,3.0,5.0,Dark Dunkel,Plantation Brewing House,5.0,Piton Lager Beer,Windward & Leeward Brewery Ltd.,2.9258823529411764,Piton Lager Beer,Windward & Leeward Brewery Ltd.,100.0,2.0,4.95,Pale Ale,Antillia Brewing Company,5.2,Pale Ale,Antillia Brewing Company,3.37,Pale Ale,Antillia Brewing Company,5.0,2.0,7.05,Guinness Foreign Extra (St. Lucia Version),Windward & Leeward Brewery Ltd.,7.5,Guinness Foreign Extra (St. Lucia Version),Windward & Leeward Brewery Ltd.,3.6455555555555557,Guinness Foreign Extra (St. Lucia Version),Windward & Leeward Brewery Ltd.,25.0,1.0,5.0,Gold Pilsner,Plantation Brewing House,5.0,,,,,,,1.0,6.0,Black Porter,Plantation Brewing House,6.0,,,,,,,2.0,3.0,Lucian Organic Passionfruit Ale,Antillia Brewing Company,4.8,Lucian Organic Passionfruit Ale,Antillia Brewing Company,3.4549999999999996,Lucian Organic Passionfruit Ale,Antillia Brewing Company,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TT,19.0,3.852631578947368,Guinness Foreign Extra Stout,Carib Brewery Limited,7.5,Mackeson Triple XXX Stout,Carib Brewery Limited,3.8562068965517247,Carib Lager,Carib Brewery Limited,446.0,,,,,,,,,,,,6.0,5.2,Black Wolf,Carib Brewery Limited,6.3,Black Wolf,Carib Brewery Limited,3.02,Carib Lager,Carib Brewery Limited,446.0,,,,,,,,,,,,4.0,6.225,Guinness Foreign Extra Stout,Carib Brewery Limited,7.5,Mackeson Triple XXX Stout,Carib Brewery Limited,3.8562068965517247,Royal Extra Stout,Carib Brewery Limited,147.0,1.0,5.5,Samba Pilsner,Samba Brewing Co. & Winery,5.5,Samba Pilsner,Samba Brewing Co. & Winery,2.7733333333333334,Samba Pilsner,Samba Brewing Co. & Winery,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,1.2,Carib Ginger Shandy,Carib Brewery Limited,1.2,Carib Shandy,Carib Brewery Limited,2.606153846153847,Carib Ginger Shandy,Carib Brewery Limited,32.0,,,,,,,,,,,,,,,,,,,,,,
AG,2.0,5.199999999999999,Wadadli Premium Gold,Antigua Brewery Ltd.,5.6,Wadadli Premium Gold,Antigua Brewery Ltd.,2.9857142857142853,Wadadli,Antigua Brewery Ltd.,47.0,,,,,,,,,,,,2.0,5.199999999999999,Wadadli Premium Gold,Antigua Brewery Ltd.,5.6,Wadadli Premium Gold,Antigua Brewery Ltd.,2.9857142857142853,Wadadli,Antigua Brewery Ltd.,47.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UG,11.0,5.281818181818182,Eagle Extra Lager,Nile Breweries (SAB),6.5,Nile Special Lager,Nile Breweries (SAB),3.032666666666666,Nile Special Lager,Nile Breweries (SAB),13.0,,,,,,,,,,,,10.0,5.220000000000001,Eagle Extra Lager,Nile Breweries (SAB),6.5,Nile Special Lager,Nile Breweries (SAB),3.032666666666666,Nile Special Lager,Nile Breweries (SAB),13.0,,,,,,,,,,,,1.0,5.9,Rock Stout,Parambot Breweries,5.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA,6.0,5.7,Doble Malta (Mercadona),Brasseries Du Maroc,7.4,Flag Special,Brasseries Du Maroc,2.886,Casablanca Beer,Brasseries Du Maroc,184.0,,,,,,,,,,,,6.0,5.7,Doble Malta (Mercadona),Brasseries Du Maroc,7.4,Flag Special,Brasseries Du Maroc,2.886,Casablanca Beer,Brasseries Du Maroc,184.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CV,4.0,6.050000000000001,Strela Ego,CERIS - Sociedade Caboverdiana De Cerveja E Refrigerantes S.A.R.,8.0,Strela Ego,CERIS - Sociedade Caboverdiana De Cerveja E Refrigerantes S.A.R.,2.895,Strela,CERIS - Sociedade Caboverdiana De Cerveja E Refrigerantes S.A.R.,11.0,,,,,,,,,,,,4.0,6.050000000000001,Strela Ego,CERIS - Sociedade Caboverdiana De Cerveja E Refrigerantes S.A.R.,8.0,Strela Ego,CERIS - Sociedade Caboverdiana De Cerveja E Refrigerantes S.A.R.,2.895,Strela,CERIS - Sociedade Caboverdiana De Cerveja E Refrigerantes S.A.R.,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MW,3.0,4.466666666666666,Carlsberg Malawi Special Brew,Carlsberg Malawi Brewery,5.7,Carlsberg Malawi Chill,Carlsberg Malawi Brewery,2.3633333333333333,Carlsberg Malawi Chill,Carlsberg Malawi Brewery,1.0,,,,,,,,,,,,3.0,4.466666666666666,Carlsberg Malawi Special Brew,Carlsberg Malawi Brewery,5.7,Carlsberg Malawi Chill,Carlsberg Malawi Brewery,2.3633333333333333,Carlsberg Malawi Chill,Carlsberg Malawi Brewery,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GG,11.0,4.545454545454546,Lost Tourist,White Rock Brewery,5.3,Guilty,Randalls of Guernsey,2.983333333333333,Cynful,Randalls of Guernsey,1.0,1.0,5.3,Lost Tourist,White Rock Brewery,5.3,,,,,,,1.0,4.2,Breda Super Dry,Randalls of Guernsey,4.2,,,,,,,3.0,3.8666666666666667,Witch Hunter,White Rock Brewery,4.3,Cynful,Randalls of Guernsey,2.8066666666666666,Cynful,Randalls of Guernsey,1.0,1.0,5.2,Guilty,Randalls of Guernsey,5.2,Guilty,Randalls of Guernsey,2.983333333333333,Guilty,Randalls of Guernsey,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LS,1.0,4.8,Maluti Premium Lager,Maluti Mountain Brewery / Lesotho Brewing,4.8,Maluti Premium Lager,Maluti Mountain Brewery / Lesotho Brewing,2.801428571428571,Maluti Premium Lager,Maluti Mountain Brewery / Lesotho Brewing,5.0,,,,,,,,,,,,1.0,4.8,Maluti Premium Lager,Maluti Mountain Brewery / Lesotho Brewing,4.8,Maluti Premium Lager,Maluti Mountain Brewery / Lesotho Brewing,2.801428571428571,Maluti Premium Lager,Maluti Mountain Brewery / Lesotho Brewing,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BO,21.0,5.042857142857143,Negra,The Adventure Brew Hostel / Saya Beer,7.0,Paceña,Cerveceria Boliviana Nacional S.A.,3.0767073170731716,Paceña,Cerveceria Boliviana Nacional S.A.,80.0,,,,,,,,,,,,8.0,4.824999999999999,Paceña,Cerveceria Boliviana Nacional S.A.,5.2,Paceña,Cerveceria Boliviana Nacional S.A.,3.0767073170731716,Paceña,Cerveceria Boliviana Nacional S.A.,80.0,3.0,5.833333333333333,La Artesana Ale Cobriza,Compañia de Cervezas Artesanales Ale SRL,6.5,Ambar,The Adventure Brew Hostel / Saya Beer,2.8766666666666665,Ambar,The Adventure Brew Hostel / Saya Beer,1.0,1.0,4.0,Potosína Malta,Cervecería Nacional Potosí,4.0,,,,,,,3.0,5.0,Pacena Centenario,Cerveceria Boliviana Nacional S.A.,5.2,Pico De Plata,Cerveceria Boliviana Nacional S.A.,2.8725,Pacena Centenario,Cerveceria Boliviana Nacional S.A.,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FJ,8.0,5.075,Vonu Eight,Island Brewing Co.,8.0,Fiji Bitter,Fiji Brewery/Foster's Group Pacific,3.0006666666666666,Vonu Pure Lager,Island Brewing Co.,24.0,,,,,,,,,,,,5.0,4.68,Fiji Taki,Fiji Brewery/Foster's Group Pacific,5.0,Vonu Pure Lager,Island Brewing Co.,2.893461538461538,Vonu Pure Lager,Island Brewing Co.,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TC,8.0,5.449999999999999,Turk's Head Island Hopping Ale,Turks Head Brewery,6.0,Turk's Head Stout,Turks Head Brewery,3.3379999999999996,Turks Head Lager,Turks Head Brewery,58.0,2.0,6.0,Turk's Head Island Hopping Ale,Turks Head Brewery,6.0,Turk's Head IPA,Turks Head Brewery,3.0,Turk's Head Island Hopping Ale,Turks Head Brewery,2.0,4.0,5.4,Turk's Head Island Draught Amber,Turks Head Brewery,6.0,Turk's Head Island Draught Amber,Turks Head Brewery,3.1339130434782607,Turks Head Lager,Turks Head Brewery,58.0,2.0,6.0,Turk's Head Island Hopping Ale,Turks Head Brewery,6.0,Turk's Head IPA,Turks Head Brewery,3.0,Turk's Head Island Hopping Ale,Turks Head Brewery,2.0,1.0,5.0,Turk's Head Stout,Turks Head Brewery,5.0,Turk's Head Stout,Turks Head Brewery,3.3379999999999996,Turk's Head Stout,Turks Head Brewery,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MQ,3.0,4.666666666666667,Porter Lorraine,Brasserie Lorraine S.A.,5.0,Bière Lorraine,Brasserie Lorraine S.A.,3.045555555555555,Bière Lorraine,Brasserie Lorraine S.A.,7.0,,,,,,,,,,,,1.0,5.0,Bière Lorraine,Brasserie Lorraine S.A.,5.0,Bière Lorraine,Brasserie Lorraine S.A.,3.045555555555555,Bière Lorraine,Brasserie Lorraine S.A.,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,5.0,Porter Lorraine,Brasserie Lorraine S.A.,5.0,Porter Lorraine,Brasserie Lorraine S.A.,2.38,Porter Lorraine,Brasserie Lorraine S.A.,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WS,4.0,5.75,Vailima Special Export,Samoa Breweries Limited,6.7,Vailima,Samoa Breweries Limited,3.527272727272727,Vailima,Samoa Breweries Limited,9.0,,,,,,,,,,,,3.0,6.033333333333334,Vailima Special Export,Samoa Breweries Limited,6.7,Taula,Samoa Beverage Company,3.016666666666667,Vailima Pure,Samoa Breweries Limited,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,4.9,Vailima,Samoa Breweries Limited,4.9,Vailima,Samoa Breweries Limited,3.527272727272727,Vailima,Samoa Breweries Limited,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BJ,3.0,4.8,Libs,Lakhi Industries Benin Sarl,5.0,Flag Speciale,Société Béninoise De Brasseries (SOBEBRA),2.6833333333333336,La Béninoise,Société Béninoise De Brasseries (SOBEBRA),3.0,,,,,,,,,,,,3.0,4.8,Libs,Lakhi Industries Benin Sarl,5.0,Flag Speciale,Société Béninoise De Brasseries (SOBEBRA),2.6833333333333336,La Béninoise,Société Béninoise De Brasseries (SOBEBRA),3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AO,2.0,4.75,Eka,Empresa Angolana de Cervejas,5.0,Eka,Empresa Angolana de Cervejas,2.87,Nova Cuca,Companhia União de Cervejas de Angola (Pela CUCA),6.0,,,,,,,,,,,,2.0,4.75,Eka,Empresa Angolana de Cervejas,5.0,Eka,Empresa Angolana de Cervejas,2.87,Nova Cuca,Companhia União de Cervejas de Angola (Pela CUCA),6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GP,3.0,4.866666666666667,Corsaire,Brasserie Du Corsaire,5.4,Gwada Original,Gwada (Les Brasseurs de Guadeloupe),2.8333333333333335,Corsaire,Brasserie Du Corsaire,3.0,,,,,,,,,,,,3.0,4.866666666666667,Corsaire,Brasserie Du Corsaire,5.4,Gwada Original,Gwada (Les Brasseurs de Guadeloupe),2.8333333333333335,Corsaire,Brasserie Du Corsaire,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KY,8.0,5.23625,345 Stout,Cayman Islands Brewery Ltd.,7.5,345 Stout,Cayman Islands Brewery Ltd.,3.7800000000000007,Caybrew,Cayman Islands Brewery Ltd.,79.0,,,,,,,,,,,,4.0,4.7975,White Tip Lager,Cayman Islands Brewery Ltd.,5.19,White Tip Lager,Cayman Islands Brewery Ltd.,2.9927499999999996,Caybrew,Cayman Islands Brewery Ltd.,79.0,1.0,3.0,Durty's Brew,Stingray Brewery,3.0,Durty's Brew,Stingray Brewery,2.643333333333333,Durty's Brew,Stingray Brewery,1.0,1.0,7.5,345 Stout,Cayman Islands Brewery Ltd.,7.5,345 Stout,Cayman Islands Brewery Ltd.,3.7800000000000007,345 Stout,Cayman Islands Brewery Ltd.,9.0,,,,,,,,,,,,,,,,,,,,,,,1.0,5.2,Twisted Citrus,Cayman Islands Brewery Ltd.,5.2,Twisted Citrus,Cayman Islands Brewery Ltd.,3.154615384615385,Twisted Citrus,Cayman Islands Brewery Ltd.,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ER,3.0,4.833333333333333,Asmara Extra Stout,Asmara Breweries,5.0,Asmara Lager Beer,Asmara Breweries,2.8287500000000003,Asmara Lager Beer,Asmara Breweries,6.0,,,,,,,,,,,,1.0,5.0,Asmara Lager Beer,Asmara Breweries,5.0,Asmara Lager Beer,Asmara Breweries,2.8287500000000003,Asmara Lager Beer,Asmara Breweries,6.0,,,,,,,,,,,,1.0,5.0,Asmara Extra Stout,Asmara Breweries,5.0,,,,,,,1.0,4.5,Golden Star,Golden Star Brewery,4.5,Golden Star,Golden Star Brewery,2.3966666666666665,Golden Star,Golden Star Brewery,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MY,5.0,5.16,Anchor Strong,Guinness Anchor Berhad / Sungei Way Brewery,8.8,Guinness Foreign Extra Stout (Malaysia),Guinness Anchor Berhad / Sungei Way Brewery,3.834230769230769,Guinness Foreign Extra Stout (Malaysia),Guinness Anchor Berhad / Sungei Way Brewery,24.0,,,,,,,,,,,,2.0,4.6,Jaz,Napex Brewery,5.0,Anchor Smooth,Guinness Anchor Berhad / Sungei Way Brewery,2.365555555555556,Anchor Smooth,Guinness Anchor Berhad / Sungei Way Brewery,7.0,,,,,,,,,,,,1.0,6.8,Guinness Foreign Extra Stout (Malaysia),Guinness Anchor Berhad / Sungei Way Brewery,6.8,Guinness Foreign Extra Stout (Malaysia),Guinness Anchor Berhad / Sungei Way Brewery,3.834230769230769,Guinness Foreign Extra Stout (Malaysia),Guinness Anchor Berhad / Sungei Way Brewery,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PK,4.0,6.5,Muree's Special Strong Brew,Murree Brewery Co. Ltd.,8.0,Murree's Classic Lager,Murree Brewery Co. Ltd.,3.0,Murree Beer,Murree Brewery Co. Ltd.,2.0,,,,,,,,,,,,4.0,6.5,Muree's Special Strong Brew,Murree Brewery Co. Ltd.,8.0,Murree's Classic Lager,Murree Brewery Co. Ltd.,3.0,Murree Beer,Murree Brewery Co. Ltd.,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,14.0,4.700000000000001,WeizenBier/WeissBier (E Turbullt),BrauHaus Brewery,6.5,Korça Bjonde,Birra Korça,3.3312195121951214,Korça Bjonde,Birra Korça,39.0,,,,,,,,,,,,9.0,4.355555555555556,Korça Pils Dark (e Zezë),Birra Korça,5.2,Korça Bjonde,Birra Korça,3.3312195121951214,Korça Bjonde,Birra Korça,39.0,,,,,,,,,,,,,,,,,,,,,,,2.0,4.25,Cek Pilsener,Stefani And Co,4.5,Stela Pils 4%,Stefani And Co,2.8216666666666668,Stela Pils 4%,Stefani And Co,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RW,4.0,5.525,Virunga Mist,Brasserie des Mille Collines (Unibra),6.5,Virunga Mist,Brasserie des Mille Collines (Unibra),3.19,Virunga Mist,Brasserie des Mille Collines (Unibra),4.0,,,,,,,,,,,,4.0,5.525,Virunga Mist,Brasserie des Mille Collines (Unibra),6.5,Virunga Mist,Brasserie des Mille Collines (Unibra),3.19,Virunga Mist,Brasserie des Mille Collines (Unibra),4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BZ,9.0,5.0,Sorrel Stout,"Belize Brewing Co., Ltd.",7.0,Belikin Stout,"Belize Brewing Co., Ltd.",3.3560563380281683,Belikin Beer,"Belize Brewing Co., Ltd.",137.0,,,,,,,,,,,,5.0,4.48,Belikin Premium,"Belize Brewing Co., Ltd.",4.8,Belikin Draft,"Belize Brewing Co., Ltd.",3.138333333333333,Belikin Beer,"Belize Brewing Co., Ltd.",137.0,2.0,4.55,Barefoot Blonde (Barrel Aged),Island Time Brewing Company,4.8,Barefoot Blonde (Barrel Aged),Island Time Brewing Company,2.93,Barefoot Blonde,Island Time Brewing Company,4.0,2.0,6.75,Sorrel Stout,"Belize Brewing Co., Ltd.",7.0,Belikin Stout,"Belize Brewing Co., Ltd.",3.3560563380281683,Belikin Stout,"Belize Brewing Co., Ltd.",69.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SN,2.0,4.7,Flag Spéciale Bière De Luxe,Société Des Brasseries De L'Ouest Africain (S.O.B.O.A.),5.2,La Gazelle,Société Des Brasseries De L'Ouest Africain (S.O.B.O.A.),2.7577777777777777,Flag Spéciale Bière De Luxe,Société Des Brasseries De L'Ouest Africain (S.O.B.O.A.),14.0,,,,,,,,,,,,2.0,4.7,Flag Spéciale Bière De Luxe,Société Des Brasseries De L'Ouest Africain (S.O.B.O.A.),5.2,La Gazelle,Société Des Brasseries De L'Ouest Africain (S.O.B.O.A.),2.7577777777777777,Flag Spéciale Bière De Luxe,Société Des Brasseries De L'Ouest Africain (S.O.B.O.A.),14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YT,1.0,5.5,Hipo,Aqua Service Mayotte,5.5,,,,,,,,,,,,,,,,,,1.0,5.5,Hipo,Aqua Service Mayotte,5.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DM,1.0,5.0,Kubuli,Dominica Brewery and Beverages Ltd.,5.0,Kubuli,Dominica Brewery and Beverages Ltd.,2.7900000000000005,Kubuli,Dominica Brewery and Beverages Ltd.,34.0,,,,,,,,,,,,1.0,5.0,Kubuli,Dominica Brewery and Beverages Ltd.,5.0,Kubuli,Dominica Brewery and Beverages Ltd.,2.7900000000000005,Kubuli,Dominica Brewery and Beverages Ltd.,34.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MC,5.0,5.28,Monaco,Brasserie De Monaco,5.8,Ambree 5.2º,Brasserie De Monaco,3.1642857142857146,Monaco,Brasserie De Monaco,7.0,,,,,,,,,,,,,,,,,,,,,,,1.0,5.2,Ambree 5.2º,Brasserie De Monaco,5.2,Ambree 5.2º,Brasserie De Monaco,3.1642857142857146,Ambree 5.2º,Brasserie De Monaco,5.0,,,,,,,,,,,,2.0,5.4,Monaco,Brasserie De Monaco,5.8,Blonde 5º,Brasserie De Monaco,3.057142857142857,Monaco,Brasserie De Monaco,7.0,,,,,,,,,,,,1.0,5.6,Biere Aux Fruits Rouges,Brasserie De Monaco,5.6,Biere Aux Fruits Rouges,Brasserie De Monaco,2.36,Biere Aux Fruits Rouges,Brasserie De Monaco,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GQ,1.0,4.6,Asonga,Soeguibe,4.6,Asonga,Soeguibe,2.47,Asonga,Soeguibe,1.0,,,,,,,,,,,,1.0,4.6,Asonga,Soeguibe,4.6,Asonga,Soeguibe,2.47,Asonga,Soeguibe,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CG,5.0,5.66,Doppel Munich,Les Brasseries du Congo (Bracongo),6.5,Nkoyi Black,Les Brasseries du Congo (Bracongo),3.206666666666667,Tembo,Brasseries SIMBA (Brasimba),2.0,,,,,,,,,,,,5.0,5.66,Doppel Munich,Les Brasseries du Congo (Bracongo),6.5,Nkoyi Black,Les Brasseries du Congo (Bracongo),3.206666666666667,Tembo,Brasseries SIMBA (Brasimba),2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PW,5.0,6.1,Red Rooster Rockjet Booster Barleywine,Palau Brewing Company,10.5,Red Rooster Rockjet Booster Barleywine,Palau Brewing Company,3.026666666666667,Red Rooster Amber,Palau Brewing Company,5.0,,,,,,,,,,,,,,,,,,,,,,,2.0,5.0,Red Rooster Amber,Palau Brewing Company,5.0,Red Rooster Amber,Palau Brewing Company,2.838571428571428,Red Rooster Amber,Palau Brewing Company,5.0,2.0,5.0,Red Rooster Palau Dark,Palau Brewing Company,5.0,Red Rooster Stout,Palau Brewing Company,3.016,Red Rooster Stout,Palau Brewing Company,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,10.5,Red Rooster Rockjet Booster Barleywine,Palau Brewing Company,10.5,Red Rooster Rockjet Booster Barleywine,Palau Brewing Company,3.026666666666667,Red Rooster Rockjet Booster Barleywine,Palau Brewing Company,1.0
SY,2.0,4.05,Al-Chark,Al-Chark Brewery,4.6,Al-Chark,Al-Chark Brewery,2.5066666666666664,Barada,Barada Beer Company,3.0,,,,,,,,,,,,2.0,4.05,Al-Chark,Al-Chark Brewery,4.6,Al-Chark,Al-Chark Brewery,2.5066666666666664,Barada,Barada Beer Company,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CK,3.0,5.166666666666667,Coconut Porter,Matutu Brewery Co.,5.5,Kiva Pale Ale,Matutu Brewery Co.,3.358333333333333,Kiva Pale Ale,Matutu Brewery Co.,4.0,,,,,,,,,,,,1.0,5.0,Mai Lager,Matutu Brewery Co.,5.0,,,,,,,1.0,5.0,Kiva Pale Ale,Matutu Brewery Co.,5.0,Kiva Pale Ale,Matutu Brewery Co.,3.358333333333333,Kiva Pale Ale,Matutu Brewery Co.,4.0,,,,,,,,,,,,,,,,,,,,,,,1.0,5.5,Coconut Porter,Matutu Brewery Co.,5.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
